No,Nama,URL Asli,Likes,Done,Worker,Explanation
279,Pepes Udang,https://resepkoki.id/resep/resep-pepes-udang/,1615,No,,
280,Udang Pete Balado,https://resepkoki.id/resep/resep-udang-pete-balado/,1591,No,,
281,Ikan Salem Bumbu Sarden,https://resepkoki.id/resep/resep-ikan-salem-bumbu-sarden/,1695,No,,
282,Gulai Cumi Isi Telur,https://resepkoki.id/resep/resep-gulai-cumi-isi-telur/,1681,No,,
283,Bakso Udang Rebus,https://resepkoki.id/resep/resep-bakso-udang-rebus/,1718,No,,
284,Bakso Ikan,https://resepkoki.id/resep/resep-bakso-ikan/,1837,Yes,Garda,
285,Pindang Serani,https://resepkoki.id/resep/resep-pindang-serani/,1174,No,,
286,Pempek Kulit,https://resepkoki.id/resep/resep-pempek-kulit/,1455,No,,
287,Palumara Bandeng,https://resepkoki.id/resep/resep-palumara-bandeng/,1191,No,,
288,Asam Padeh Ikan Patin,https://resepkoki.id/resep/resep-asam-padeh-ikan-patin/,1369,No,,
289,Tim Ikan Kakap,https://resepkoki.id/resep/resep-tim-ikan-kakap/,1267,No,,
290,Kapurung,https://resepkoki.id/resep/resep-kapurung/,1311,No,,
291,Cumi Asam Manis,https://resepkoki.id/resep/resep-cumi-asam-manis/,1623,No,,
292,Asam Padeh Ikan Tongkol,https://resepkoki.id/resep/resep-asam-padeh-ikan-tongkol/,1410,No,,
293,Ikan Tongkol Bumbu Kuning,https://resepkoki.id/resep/resep-ikan-tongkol-bumbu-kuning/,1257,No,,
294,Udang Goreng Mentega,https://resepkoki.id/resep/resep-udang-goreng-mentega/,1336,No,,
295,Sarden Homemade,https://resepkoki.id/resep/resep-sarden-homemade/,1455,No,,
296,Garang Asem Ikan,https://resepkoki.id/resep/resep-garang-asem-ikan/,1389,No,,
297,Arsik Ikan Mas,https://resepkoki.id/resep/resep-arsik-ikan-mas/,1440,No,,
298,Pindang Tongkol Balado,https://resepkoki.id/resep/resep-pindang-tongkol-balado/,1416,No,,
299,Semur Bandeng,https://resepkoki.id/resep/resep-semur-bandeng/,1440,No,,
300,Balado Ikan Kembung,https://resepkoki.id/resep/resep-balado-ikan-kembung/,1426,No,,
301,Abon Ikan Tongkol,https://resepkoki.id/resep/resep-abon-ikan-tongkol/,1551,No,,
302,Ikan Kakap Asam Manis,https://resepkoki.id/resep/resep-ikan-kakap-asam-manis/,1473,No,,
303,Otak-Otak Goreng,https://resepkoki.id/resep/resep-otak-otak-goreng/,1527,No,,
304,Pempek Adaan,https://resepkoki.id/resep/resep-pempek-adaan/,1439,No,,
305,Pempek Kapal Selam,https://resepkoki.id/resep/resep-pempek-kapal-selam/,1459,No,,
306,Ikan Woku Belanga,https://resepkoki.id/resep/resep-ikan-woku-belanga/,1130,No,,
307,Cumi Goreng Tepung (Calamari),https://resepkoki.id/resep/resep-cumi-goreng-tepung-calamari/,1124,Yes,Garda,
308,Ikan Asap Santan,https://resepkoki.id/resep/resep-ikan-asap-santan/,1165,No,,
309,Udang Asam Manis,https://resepkoki.id/resep/resep-udang-asam-manis/,1779,Yes,Christina,
310,Abon Tuna,https://resepkoki.id/resep/resep-abon-tuna/,1121,No,,
311,Pepes Ikan Mas Khas Sunda,https://resepkoki.id/resep/resep-pepes-ikan-mas-khas-sunda/,1489,No,,
312,Ikan Mujair Bakar Kecap,https://resepkoki.id/resep/resep-ikan-mujair-bakar-kecap/,1435,No,,
313,Gulai Ikan Tenggiri,https://resepkoki.id/resep/resep-gulai-ikan-tenggiri/,1339,No,,
314,Ikan Gurame Asam Manis,https://resepkoki.id/resep/resep-ikan-gurame-asam-manis/,1665,Yes,Garda,
315,Udang Saos Tiram,https://resepkoki.id/resep/resep-udang-saos-tiram/,1344,No,,
316,Pecel Lele,https://resepkoki.id/resep/resep-pecel-lele/,1404,No,,
317,Sambal Goreng Kering Teri Kacang,https://resepkoki.id/resep/resep-sambal-goreng-kering-teri-kacang/,1576,No,,
318,Pesmol Ikan Nila,https://resepkoki.id/resep/resep-pesmol-ikan-nila/,1604,No,,
319,Ikan Bandeng Presto,https://resepkoki.id/resep/resep-ikan-bandeng-presto/,1747,No,,
320,Ikan Kembung Goreng Bumbu Kuning,https://resepkoki.id/resep/resep-ikan-kembung-goreng-bumbu-kuning/,1601,No,,
321,Udang Goreng Tepung (Ebi Furai),https://resepkoki.id/resep/resep-udang-goreng-tepung-ebi-furai/,1577,No,,
322,Pepes Ikan Kembung,https://resepkoki.id/resep/resep-pepes-ikan-kembung/,1659,No,,
323,Pepes Ikan Teri Basah,https://resepkoki.id/resep/resep-pepes-ikan-teri-basah/,1181,No,,
324,Pecak Gurame,https://resepkoki.id/resep/resep-pecak-gurame/,1154,No,,
325,Kotokan Ikan Pe Lombok Ijo,https://resepkoki.id/resep/resep-kotokan-ikan-pe-lombok-ijo/,1057,No,,
326,Cumi Saus Tiram,https://resepkoki.id/resep/resep-cumi-saus-tiram/,1113,No,,
327,Celimpungan,https://resepkoki.id/resep/resep-celimpungan/,1086,No,,
328,Cumi Telur Asin,https://resepkoki.id/resep/resep-cumi-telur-asin/,1087,No,,
329,Fish and Chips,https://resepkoki.id/resep/resep-fish-and-chips/,1308,No,,
330,Kepiting Saus Tiram,https://resepkoki.id/resep/resep-kepiting-saus-tiram/,1184,No,,
331,Kerang Hijau Saus Tiram Pedas,https://resepkoki.id/resep/resep-kerang-hijau-saus-tiram-pedas/,1591,No,,
332,Ikan Bandeng Acar Kuning,https://resepkoki.id/resep/resep-ikan-bandeng-acar-kuning/,1571,No,,
333,Gulai Kepala Ikan Kakap,https://resepkoki.id/resep/resep-gulai-kepala-ikan-kakap/,1895,No,,
334,Nasi Bakar Tuna Pedas,https://resepkoki.id/resep/resep-nasi-bakar-tuna-pedas/,1028,No,,
335,Cumi Asin Cabe Hijau,https://resepkoki.id/resep/resep-cumi-asin-cabe-hijau/,1182,No,,
336,Steak Ikan Dori Panggang Saus Lemon,https://resepkoki.id/resep/resep-steak-ikan-dori-panggang-saus-lemon/,1041,No,,
337,Asem Asem Bandeng,https://resepkoki.id/resep/resep-asem-asem-bandeng/,1608,No,,
338,Cumi Bakar Kecap,https://resepkoki.id/resep/resep-cumi-bakar-kecap/,1709,No,,
339,Ikan Nila Bakar,https://resepkoki.id/resep/resep-ikan-nila-bakar/,1047,No,,
340,Ikan Patin Bumbu Kuning,https://resepkoki.id/resep/resep-ikan-patin-bumbu-kuning/,1609,No,,
341,Udang Telur Asin,https://resepkoki.id/resep/resep-udang-telur-asin/,1572,No,,
342,Mangut Lele,https://resepkoki.id/resep/resep-mangut-lele/,1689,No,,
343,Sup Ikan Patin,https://resepkoki.id/resep/resep-sup-ikan-patin/,1702,No,,
344,Cumi Saus Padang,https://resepkoki.id/resep/resep-cumi-saus-padang/,1703,No,,
345,Fish Cake,https://resepkoki.id/resep/resep-fish-cake/,1356,No,,
346,Kepiting Lada Hitam,https://resepkoki.id/resep/resep-kepiting-lada-hitam/,1383,No,,
347,Kepiting Asam Manis,https://resepkoki.id/resep/resep-kepiting-asam-manis/,1385,No,,
348,Pindang Bandeng,https://resepkoki.id/resep/resep-pindang-bandeng/,1578,No,,
349,Ikan Tongkol Bumbu Sarden,https://resepkoki.id/resep/resep-ikan-tongkol-bumbu-sarden/,1594,No,,
350,Ikan Kembung Bakar Padang,https://resepkoki.id/resep/resep-ikan-kembung-bakar-padang/,1634,No,,
351,Kerang Saus Padang,https://resepkoki.id/resep/resep-kerang-saus-padang/,1550,No,,
352,Amplang Krupuk Ikan,https://resepkoki.id/resep/resep-amplang-krupuk-ikan/,1657,No,,
353,Sop Ikan Salmon,https://resepkoki.id/resep/resep-sop-ikan-salmon/,1434,No,,
354,Tumis Cumi Hitam,https://resepkoki.id/resep/resep-tumis-cumi-hitam/,1648,No,,
355,Pindang Patin,https://resepkoki.id/resep/resep-pindang-patin/,1864,No,,
356,Chawanmushi,https://resepkoki.id/resep/resep-chawanmushi/,1573,No,,
357,Pepes Telur Asin,https://resepkoki.id/resep/resep-pepes-telur-asin/,1171,No,,
358,Tahu Teriyaki,https://resepkoki.id/resep/resep-tahu-teriyaki/,1140,No,,
359,Kupat Tahu Magelang,https://resepkoki.id/resep/resep-kupat-tahu-magelang/,1088,No,,
360,Oncom Goreng,https://resepkoki.id/resep/resep-oncom-goreng/,1091,No,,
361,Keripik Tempe,https://resepkoki.id/resep/resep-keripik-tempe/,1775,No,,
362,Okonomiyaki,https://resepkoki.id/resep/resep-okonomiyaki/,1061,No,,
363,Keripik Tahu,https://resepkoki.id/resep/resep-keripik-tahu/,1780,No,,
364,Nasi Telur Pontianak,https://resepkoki.id/resep/resep-nasi-telur-pontianak/,1349,No,,
365,Tempe Teriyaki,https://resepkoki.id/resep/resep-tempe-teriyaki/,1284,No,,
366,Telur Gulung Sosis,https://resepkoki.id/resep/resep-telur-gulung-sosis/,1080,No,,
367,Omelet Mie,https://resepkoki.id/resep/resep-omelet-mie/,1352,Yes,Christina,
368,Tahu Petis,https://resepkoki.id/resep/resep-tahu-petis/,1676,No,,
369,Telur Balado,https://resepkoki.id/resep/resep-telur-balado/,1382,No,,
370,Sambal Tempe,https://resepkoki.id/resep/resep-sambal-tempe/,1380,No,,
371,Tahu Walik,https://resepkoki.id/resep/resep-tahu-walik/,1602,No,,
372,Tahu Cabe Garam,https://resepkoki.id/resep/resep-tahu-cabe-garam/,1669,No,,
373,Telur Petis,https://resepkoki.id/resep/resep-telur-petis/,1085,No,,
374,Orak Arik Telur Sayuran,https://resepkoki.id/resep/resep-orak-arik-telur-sayuran/,1444,Yes,Ling,
375,Perkedel Tempe,https://resepkoki.id/resep/resep-perkedel-tempe/,1023,No,,
376,Tahu Lontong,https://resepkoki.id/resep/resep-tahu-lontong/,1691,No,,
377,Pepes Telur Ikan,https://resepkoki.id/resep/resep-pepes-telur-ikan/,1426,No,,
378,Tahu Rambutan,https://resepkoki.id/resep/resep-tahu-rambutan/,1204,No,,
379,Omelet Telur,https://resepkoki.id/resep/resep-omelet-telur/,1770,No,,
380,Tahu Kukus,https://resepkoki.id/resep/resep-tahu-kukus/,1223,No,,
381,Bacem Tahu Tempe,https://resepkoki.id/resep/resep-bacem-tahu-tempe/,1267,No,,
382,Tahu Telur,https://resepkoki.id/resep/resep-tahu-telur/,1249,No,,
383,Telur Kecap,https://resepkoki.id/resep/resep-telur-kecap/,1428,No,,
384,Tahu Jeletot,https://resepkoki.id/resep/resep-tahu-jeletot/,1426,No,,
385,Pempek Dos (Tanpa Ikan),https://resepkoki.id/resep/resep-pempek-dos-tanpa-ikan/,1817,No,,
386,Telur Bumbu Bali,https://resepkoki.id/resep/resep-telur-bumbu-bali/,1299,Yes,Saras,
387,Sayur Tempe Tahu Cabe Hijau,https://resepkoki.id/resep/resep-sayur-tempe-tahu-cabe-hijau/,1637,Yes,Saras,
388,Tahu Putih Goreng Garing,https://resepkoki.id/resep/resep-tahu-putih-goreng-garing/,1181,No,,
389,Egg Roll Korea,https://resepkoki.id/resep/resep-egg-roll-korea/,1164,No,,
390,Sambal Tumpang,https://resepkoki.id/resep/resep-sambal-tumpang/,1173,No,,
391,Telur Puyuh Balado,https://resepkoki.id/resep/resep-telur-puyuh-balado/,1532,No,,
392,Tahu Gimbal Udang,https://resepkoki.id/resep/resep-tahu-gimbal-udang/,1625,No,,
393,Tahu Guling,https://resepkoki.id/resep/resep-tahu-guling/,1646,No,,
394,Fuyunghai,https://resepkoki.id/resep/resep-fuyunghai/,1429,Yes,Ara,
395,Tahu Bulat,https://resepkoki.id/resep/resep-tahu-bulat/,1752,No,,
396,Mun Tahu,https://resepkoki.id/resep/resep-mun-tahu/,1383,No,,
397,Tahu Isi,https://resepkoki.id/resep/resep-tahu-isi/,1499,No,,
398,Perkedel Tahu,https://resepkoki.id/resep/resep-perkedel-tahu/,1463,No,,
399,Tahu Tek Surabaya,https://resepkoki.id/resep/resep-tahu-tek-surabaya/,1488,No,,
400,Tahu Bakso,https://resepkoki.id/resep/resep-tahu-bakso/,1300,No,,
401,Martabak Tahu,https://resepkoki.id/resep/resep-martabak-tahu/,1614,No,,
402,Semur Telur Puyuh,https://resepkoki.id/resep/resep-semur-telur-puyuh/,1103,No,,
403,Tempe Mendoan Purwokerto,https://resepkoki.id/resep/resep-tempe-mendoan-purwokerto/,1637,No,,
404,Sapo Tahu,https://resepkoki.id/resep/resep-sapo-tahu/,1684,No,,
405,Tahu Gejrot,https://resepkoki.id/resep/resep-tahu-gejrot/,1672,No,,
406,Pepes Tahu,https://resepkoki.id/resep/resep-pepes-tahu/,2273,No,,
407,Telur Pindang,https://resepkoki.id/resep/resep-telur-pindang/,1703,No,,
408,Tempe Penyet,https://resepkoki.id/resep/resep-tempe-penyet/,1508,No,,
409,Tahu Sarang Burung,https://resepkoki.id/resep/resep-tahu-sarang-burung/,1511,No,,
410,Sate Telur Puyuh,https://resepkoki.id/resep/resep-sate-telur-puyuh/,1678,No,,
411,Tahu Aci Tegal,https://resepkoki.id/resep/resep-tahu-aci-tegal/,1710,No,,
412,Telur Dadar Padang,https://resepkoki.id/resep/resep-telur-dadar-padang/,1732,No,,
413,Nugget Tahu,https://resepkoki.id/resep/resep-nugget-tahu/,1774,No,,
414,Tahu Fantasi,https://resepkoki.id/resep/resep-tahu-fantasi/,1120,No,,
415,Rendang Telur,https://resepkoki.id/resep/resep-rendang-telur/,1638,No,,
416,Semur Telur,https://resepkoki.id/resep/resep-semur-telur/,1720,No,,
417,Tahu Bubuk,https://resepkoki.id/resep/resep-tahu-bubuk/,1536,No,,
418,Lontong Tahu Khas Blora,https://resepkoki.id/resep/resep-lontong-tahu-khas-blora/,1678,No,,
419,Oseng Tempe Cabe Ijo,https://resepkoki.id/resep/resep-oseng-tempe-cabe-ijo/,1081,No,,
420,Oseng Tempe Pare,https://resepkoki.id/resep/resep-oseng-tempe-pare/,1762,No,,
421,Tumis Pakis,https://resepkoki.id/resep/resep-tumis-pakis/,1105,No,,
422,Oseng Labu Siam,https://resepkoki.id/resep/resep-oseng-labu-siam/,1785,No,,
423,Oseng Tahu Tempe,https://resepkoki.id/resep/resep-oseng-tahu-tempe/,1787,No,,
424,Kimchi,https://resepkoki.id/resep/resep-kimchi/,1252,No,,
425,Oseng Pare Telur,https://resepkoki.id/resep/resep-oseng-pare-telur/,1042,No,,
426,Tumis Telur Tauge,https://resepkoki.id/resep/resep-tumis-telur-tauge/,1119,No,,
427,Pecel Madiun,https://resepkoki.id/resep/resep-pecel-madiun/,1079,No,,
428,Tumis Cuciwis Saus Tiram,https://resepkoki.id/resep/resep-tumis-cuciwis-saus-tiram/,1747,No,,
429,Nasi Tim Sayuran,https://resepkoki.id/resep/resep-nasi-tim-sayuran/,1122,No,,
430,Salad Sayur,https://resepkoki.id/resep/resep-salad-sayur/,1034,Yes,Christina,
431,Coleslaw,https://resepkoki.id/resep/resep-coleslaw/,1500,No,,
432,Tumis Lobak Putih,https://resepkoki.id/resep/resep-tumis-lobak-putih/,1754,No,,
433,Tumis Rebung,https://resepkoki.id/resep/resep-tumis-rebung/,1566,No,,
434,Oseng Tempe Toge,https://resepkoki.id/resep/resep-oseng-tempe-toge/,1734,No,,
435,Ratatouille,https://resepkoki.id/resep/resep-ratatouille/,1323,No,,
436,Semur Terong,https://resepkoki.id/resep/resep-semur-terong/,1162,No,,
437,Urap Bali,https://resepkoki.id/resep/resep-urap-bali/,1108,No,,
438,Capcay Goreng Jawa,https://resepkoki.id/resep/resep-capcay-goreng-jawa/,1349,No,,
439,Gado Gado Padang,https://resepkoki.id/resep/resep-gado-gado-padang/,1233,No,,
440,Nugget Sayur,https://resepkoki.id/resep/resep-nugget-sayur/,1357,Yes,Christina,
441,Asinan Betawi,https://resepkoki.id/resep/resep-asinan-betawi/,1330,No,,
442,Rendang Jamur,https://resepkoki.id/resep/resep-rendang-jamur/,1349,No,,
443,Tumis Brokoli Kembang Kol,https://resepkoki.id/resep/resep-tumis-brokoli-kembang-kol/,1382,No,,
444,Buntil Daun Pepaya,https://resepkoki.id/resep/resep-buntil-daun-pepaya/,1394,No,,
445,Sayur Asem Jawa Timur,https://resepkoki.id/resep/resep-sayur-asem-jawa-timur/,1544,No,,
446,Sayur Bening Sawi,https://resepkoki.id/resep/resep-sayur-bening-sawi/,1041,No,,
447,Sayur Pepaya Muda,https://resepkoki.id/resep/resep-sayur-pepaya-muda/,1189,No,,
448,Ote Ote,https://resepkoki.id/resep/resep-ote-ote/,1495,No,,
449,Beberuk Terong,https://resepkoki.id/resep/resep-beberuk-terong/,1536,No,,
450,Sayur Asem Jakarta,https://resepkoki.id/resep/resep-sayur-asem-jakarta/,1572,No,,
451,Lontong Sayur Betawi,https://resepkoki.id/resep/resep-lontong-sayur-betawi/,1616,No,,
452,Mashed Potato,https://resepkoki.id/resep/resep-mashed-potato/,1416,No,,
453,Sayur Nangka Kapau,https://resepkoki.id/resep/resep-sayur-nangka-kapau/,1371,No,,
454,Tumis Genjer,https://resepkoki.id/resep/resep-tumis-genjer/,1453,No,,
455,Tahu Tauco,https://resepkoki.id/resep/resep-tahu-tauco/,1406,No,,
456,Tempe Mendol,https://resepkoki.id/resep/resep-tempe-mendol/,1413,No,,
457,Perkedel Daging,https://resepkoki.id/resep/resep-perkedel-daging/,1429,No,,
458,Tempe Balado,https://resepkoki.id/resep/resep-tempe-balado/,1214,No,,
459,Tumis Bunga Pepaya,https://resepkoki.id/resep/resep-tumis-bunga-pepaya/,1170,No,,
460,Kangkung Belacan,https://resepkoki.id/resep/resep-kangkung-belacan/,1159,Yes,Ling,
461,Rolade Tahu Daun Singkong,https://resepkoki.id/resep/resep-rolade-tahu-daun-singkong/,1437,No,,
462,Kangkung Saus Tiram,https://resepkoki.id/resep/resep-kangkung-saus-tiram/,1564,No,,
463,Kangkung Tauco,https://resepkoki.id/resep/resep-kangkung-tauco/,1567,No,,
464,Tumis Pakcoy,https://resepkoki.id/resep/resep-tumis-pakcoy/,1670,No,,
465,Bakwan Tahu,https://resepkoki.id/resep/resep-bakwan-tahu/,1782,No,,
466,Gulai Pakis,https://resepkoki.id/resep/resep-gulai-pakis/,1649,No,,
467,Sayur Rebung Santan,https://resepkoki.id/resep/resep-sayur-rebung-santan/,1738,No,,
468,Brambang Asem,https://resepkoki.id/resep/resep-brambang-asem/,1063,No,,
469,Toge Goreng Bogor,https://resepkoki.id/resep/resep-toge-goreng-bogor/,1139,No,,
470,Kering Kentang Tempe Pedas,https://resepkoki.id/resep/resep-kering-kentang-tempe-pedas/,1709,No,,
471,Ketoprak,https://resepkoki.id/resep/resep-ketoprak/,1381,No,,
472,Bakwan Udang,https://resepkoki.id/resep/resep-bakwan-udang/,1387,No,,
473,Tumis Jamur,https://resepkoki.id/resep/resep-tumis-jamur/,1407,No,,
474,Kering Tempe (Orek Tempe),https://resepkoki.id/resep/resep-kering-tempe-orek-tempe/,1491,No,,
475,Tumis Capcay,https://resepkoki.id/resep/resep-tumis-capcay/,1785,No,,
476,Semur Jengkol Betawi,https://resepkoki.id/resep/resep-semur-jengkol-betawi/,1499,No,,
477,Onion Rings,https://resepkoki.id/resep/resep-onion-rings/,1450,No,,
478,Gudeg Asli Jogja Komplit (Gudeg Kering),https://resepkoki.id/resep/resep-gudeg-asli-jogja-komplit-gudeg-kering/,1594,No,,
479,Lontong Sayur Padang,https://resepkoki.id/resep/resep-lontong-sayur-padang/,1435,No,,
480,Plecing Kangkung,https://resepkoki.id/resep/resep-plecing-kangkung/,1707,No,,
481,Bakwan Dadar Jagung,https://resepkoki.id/resep/resep-bakwan-dadar-jagung/,1281,No,,
482,Gado Gado Betawi,https://resepkoki.id/resep/resep-gado-gado-betawi/,1418,No,,
483,Sayur Asem Sunda,https://resepkoki.id/resep/resep-sayur-asem-sunda/,1314,No,,
484,Bakwan Sayur (Bala Bala),https://resepkoki.id/resep/resep-bakwan-sayur-bala-bala/,1654,No,,
485,Perkedel Kentang,https://resepkoki.id/resep/resep-perkedel-kentang/,1476,No,,
486,Sayur Lodeh,https://resepkoki.id/resep/resep-sayur-lodeh/,1344,No,,
487,Pepes Jamur,https://resepkoki.id/resep/resep-pepes-jamur/,1340,No,,
488,Tumis Baby Kailan,https://resepkoki.id/resep/resep-tumis-baby-kailan/,1112,No,,
489,Urap Sayur,https://resepkoki.id/resep/resep-urap-sayur/,1729,No,,
490,Jamur Krispi,https://resepkoki.id/resep/resep-jamur-krispi/,1786,No,,
491,Tumis Oncom Leunca (Ulukutek Leunca),https://resepkoki.id/resep/resep-tumis-oncom-leunca-ulukutek-leunca/,1164,No,,
492,Tumis Labu Siam,https://resepkoki.id/resep/resep-tumis-labu-siam/,1589,No,,
493,Tumis Bokcoy,https://resepkoki.id/resep/resep-tumis-bokcoy/,1131,No,,
494,Sayur Asem Jawa Tengah,https://resepkoki.id/resep/resep-sayur-asem-jawa-tengah/,1459,No,,
495,Pecel Sayur,https://resepkoki.id/resep/resep-pecel-sayur/,1171,No,,
496,Karedok,https://resepkoki.id/resep/resep-karedok/,1294,No,,
497,Sayur Bobor Bayam,https://resepkoki.id/resep/resep-sayur-bobor-bayam/,1337,No,,
498,Tumis Buncis Udang,https://resepkoki.id/resep/resep-tumis-buncis-udang/,1578,No,,
499,Salad Buah (Fruit),https://resepkoki.id/resep/resep-salad-buah-fruit/,1690,No,,
500,Tumis Sawi Putih,https://resepkoki.id/resep/resep-tumis-sawi-putih/,1112,No,,
501,Semur Tahu,https://resepkoki.id/resep/resep-semur-tahu/,1164,No,,
502,Tumis Kangkung,https://resepkoki.id/resep/resep-tumis-kangkung/,2000,No,,
503,Terong Bakar,https://resepkoki.id/resep/resep-terong-bakar/,1083,No,,
504,Trancam,https://resepkoki.id/resep/resep-trancam/,1192,No,,
505,Tumis Jantung Pisang,https://resepkoki.id/resep/resep-tumis-jantung-pisang/,1283,No,,
506,Lodeh Terong Santan,https://resepkoki.id/resep/resep-lodeh-terong-santan/,1165,No,,
507,Botok,https://resepkoki.id/resep/resep-botok/,1291,No,,
508,Acar Timun,https://resepkoki.id/resep/resep-acar-timun/,1534,No,,
509,Tumis Pare,https://resepkoki.id/resep/resep-tumis-pare/,1266,No,,
510,Rendang Jengkol,https://resepkoki.id/resep/resep-rendang-jengkol/,1770,No,,
511,Jengkol Balado,https://resepkoki.id/resep/resep-jengkol-balado/,1652,No,,
512,Gulai Daun Singkong,https://resepkoki.id/resep/resep-gulai-daun-singkong/,2013,No,,
513,Rujak Es Krim,https://resepkoki.id/resep/resep-rujak-es-krim/,1570,No,,
514,Tumis Kembang Turi Teri,https://resepkoki.id/resep/resep-tumis-kembang-turi-teri/,1781,No,,
515,Sayur Bayam Bening,https://resepkoki.id/resep/resep-sayur-bayam-bening/,1677,No,,
516,Sayur Oyong Bening,https://resepkoki.id/resep/resep-sayur-oyong-bening/,1572,No,,
517,Burgo,https://resepkoki.id/resep/resep-burgo/,1598,No,,
518,Tumis Kacang Panjang,https://resepkoki.id/resep/resep-tumis-kacang-panjang/,1105,No,,
519,Tumis Tauge,https://resepkoki.id/resep/resep-tumis-tauge/,1554,No,,
520,Tumis Jamur Kancing,https://resepkoki.id/resep/resep-tumis-jamur-kancing/,1629,No,,
521,Sayur Katuk Kuah Santan,https://resepkoki.id/resep/resep-sayur-katuk-kuah-santan/,1529,No,,
522,Pecel Terong,https://resepkoki.id/resep/resep-pecel-terong/,1601,No,,
523,Jamur Enoki Krispi Goreng,https://resepkoki.id/resep/resep-jamur-enoki-krispi-goreng/,1394,No,,
524,Rujak Cingur,https://resepkoki.id/resep/resep-rujak-cingur/,1115,No,,
525,Sambal Tahu Goreng,https://resepkoki.id/resep/resep-sambal-tahu-goreng/,1072,No,,
526,Sambal Bada,https://resepkoki.id/resep/resep-sambal-bada/,1085,No,,
527,Sambal Dabu Dabu,https://resepkoki.id/resep/resep-sambal-dabu-dabu/,1384,No,,
528,Sambal Nanas,https://resepkoki.id/resep/resep-sambal-nanas/,1381,No,,
529,Sambal Lalapan,https://resepkoki.id/resep/resep-sambal-lalapan/,1156,No,,
530,Sambal Oncom,https://resepkoki.id/resep/resep-sambal-oncom/,1231,No,,
531,Sambal Belut,https://resepkoki.id/resep/resep-sambal-belut/,1601,No,,
532,Sambal Tuk Tuk,https://resepkoki.id/resep/resep-sambal-tuk-tuk/,1634,No,,
533,Sambal Korek,https://resepkoki.id/resep/resep-sambal-korek/,1136,No,,
534,Sambal Kecap,https://resepkoki.id/resep/resep-sambal-kecap/,1153,No,,
535,Sambal Soto,https://resepkoki.id/resep/resep-sambal-soto/,1113,No,,
536,Sambal Mangga Muda (Pencit),https://resepkoki.id/resep/resep-sambal-mangga-muda-pencit/,1156,No,,
537,Sambal Matah Kecombrang,https://resepkoki.id/resep/resep-sambal-matah-kecombrang/,1521,No,,
538,Sambal Petis,https://resepkoki.id/resep/resep-sambal-petis/,1109,No,,
539,Sambal Kemangi,https://resepkoki.id/resep/resep-sambal-kemangi/,1083,No,,
540,Sambal Pecel,https://resepkoki.id/resep/resep-sambal-pecel/,1150,No,,
541,Sambal Kencur,https://resepkoki.id/resep/resep-sambal-kencur/,1318,No,,
542,Sambal Bajak,https://resepkoki.id/resep/resep-sambal-bajak/,1552,No,,
543,Sambal Bawang,https://resepkoki.id/resep/resep-sambal-bawang/,1395,No,,
544,Sambal Terasi,https://resepkoki.id/resep/resep-sambal-terasi/,1387,No,,
545,Sambal Teri,https://resepkoki.id/resep/resep-sambal-teri/,1429,No,,
546,Sambal Ijo,https://resepkoki.id/resep/resep-sambal-ijo/,1772,No,,
547,Sambal Tomat,https://resepkoki.id/resep/resep-sambal-tomat/,1679,No,,
548,Balado Kentang,https://resepkoki.id/resep/resep-balado-kentang/,1415,No,,
549,Sambal Tempoyak Udang,https://resepkoki.id/resep/resep-sambal-tempoyak-udang/,1080,No,,
550,Sambal Pete,https://resepkoki.id/resep/resep-sambal-pete/,1719,No,,
551,Sambal Goang,https://resepkoki.id/resep/resep-sambal-goang/,1651,No,,
552,Sambal Cibiuk,https://resepkoki.id/resep/resep-sambal-cibiuk/,1116,No,,
553,Sambal Terong,https://resepkoki.id/resep/resep-sambal-terong/,1698,No,,
554,Nasi Tiwul,https://resepkoki.id/resep/resep-nasi-tiwul/,1088,No,,
555,Nasi Tomat,https://resepkoki.id/resep/resep-nasi-tomat/,1565,No,,
556,Spaghetti Brulee,https://resepkoki.id/resep/resep-spaghetti-brulee/,1024,No,,
557,Mie Sagu Kuah,https://resepkoki.id/resep/resep-mie-sagu-kuah/,1597,No,,
558,Nasi Goreng Shirataki,https://resepkoki.id/resep/resep-nasi-goreng-shirataki/,1305,No,,
559,Mie Goreng Basah,https://resepkoki.id/resep/resep-mie-goreng-basah/,1029,No,,
560,Cwie Mie Malang,https://resepkoki.id/resep/resep-cwie-mie-malang/,1666,No,,
561,Mie Kuah Ikan Bangka,https://resepkoki.id/resep/resep-mie-kuah-ikan-bangka/,1570,No,,
562,Nasi Gemuk,https://resepkoki.id/resep/resep-nasi-gemuk/,1363,No,,
563,Nasi Rames,https://resepkoki.id/resep/resep-nasi-rames/,1354,No,,
564,Mie Ayam Solo,https://resepkoki.id/resep/resep-mie-ayam-solo/,1355,No,,
565,Laksa Bogor,https://resepkoki.id/resep/resep-laksa-bogor/,1533,No,,
566,Risotto,https://resepkoki.id/resep/resep-risotto/,1586,No,,
567,Mie Goreng Nyemek,https://resepkoki.id/resep/resep-mie-goreng-nyemek/,1644,No,,
568,Bubur Korea (Dakjuk),https://resepkoki.id/resep/resep-bubur-korea-dakjuk/,1755,No,,
569,Ketupat,https://resepkoki.id/resep/resep-ketupat/,1763,No,,
570,Nasi Ayam Semarang,https://resepkoki.id/resep/resep-nasi-ayam-semarang/,1768,No,,
