No,Nama,URL Asli,Likes,Done,Worker,Explanation
571,Beef Pho Vietnam,https://resepkoki.id/resep/resep-beef-pho-vietnam/,1512,No,,
572,Mie Tulang Bandung,https://resepkoki.id/resep/resep-mie-tulang-bandung/,1303,No,,
573,Loco Moco,https://resepkoki.id/resep/resep-loco-moco/,1370,No,,
574,Nasi Tim Bayi,https://resepkoki.id/resep/resep-nasi-tim-bayi/,1334,No,,
575,Nasi Goreng Nanas Khas Thailand,https://resepkoki.id/resep/resep-nasi-goreng-nanas-thailand/,1488,No,,
576,Nasi Telur Korea,https://resepkoki.id/resep/resep-nasi-telur-korea/,1359,No,,
577,Mie Tiaw Goreng Ayam,https://resepkoki.id/resep/resep-mie-tiaw-goreng-ayam/,1368,No,,
578,Indomie Goreng,https://resepkoki.id/resep/resep-indomie-goreng/,1315,No,,
579,Martabak Mie,https://resepkoki.id/resep/resep-martabak-mie/,1315,No,,
580,Jajangmyeon,https://resepkoki.id/resep/resep-jajangmyeon/,1488,No,,
581,Macaroni Cheese (Mac n cheese),https://resepkoki.id/resep/resep-macaroni-cheese/,1547,No,,
582,Nasi Padang,https://resepkoki.id/resep/resep-nasi-padang/,1555,No,,
583,Nasi Kapau,https://resepkoki.id/resep/resep-nasi-kapau/,1539,No,,
584,Mie Ayam Bangka,https://resepkoki.id/resep/resep-mie-ayam-bangka/,1569,No,,
585,Pad Thai,https://resepkoki.id/resep/resep-pad-thai/,1588,No,,
586,Mie Cakalang,https://resepkoki.id/resep/resep-mie-cakalang/,1600,No,,
587,Mie Kuah Susu,https://resepkoki.id/resep/resep-mie-kuah-susu/,1767,No,,
588,Spaghetti Rendang,https://resepkoki.id/resep/resep-spaghetti-rendang/,1082,No,,
589,Mie Tarempa,https://resepkoki.id/resep/resep-mie-tarempa/,1095,No,,
590,Mie Aceh Kuah,https://resepkoki.id/resep/resep-mie-aceh-kuah/,1098,No,,
591,Nasi Goreng Tek Tek,https://resepkoki.id/resep/resep-nasi-goreng-tek-tek/,1298,No,,
592,Bubur Ayam Cirebon,https://resepkoki.id/resep/resep-bubur-ayam-cirebon/,1580,No,,
593,Spaghetti Seafood Marinara,https://resepkoki.id/resep/resep-spaghetti-seafood-marinara/,1303,No,,
594,Nasi Bakar Bandung Sunda,https://resepkoki.id/resep/resep-nasi-bakar-bandung-sunda/,1038,No,,
595,Cireng Nasi,https://resepkoki.id/resep/resep-cireng-nasi/,1072,No,,
596,Mie Setan,https://resepkoki.id/resep/resep-mie-setan/,1482,No,,
597,Nasi Campur Bali,https://resepkoki.id/resep/resep-nasi-campur-bali/,1222,No,,
598,Sate Kribo,https://resepkoki.id/resep/resep-sate-kribo/,1109,No,,
599,Nasi Bakar Ikan Tongkol,https://resepkoki.id/resep/resep-nasi-bakar-ikan-tongkol/,1231,No,,
600,Ramen,https://resepkoki.id/resep/resep-ramen/,1115,No,,
601,Bubur Ayam Cianjur,https://resepkoki.id/resep/resep-bubur-ayam-cianjur/,1102,No,,
602,Mie Korea Ramyeon,https://resepkoki.id/resep/resep-mie-korea-ramyeon/,1310,No,,
603,Mie Gomak Goreng,https://resepkoki.id/resep/resep-mie-gomak-goreng/,1796,No,,
604,Nasi Megono,https://resepkoki.id/resep/resep-nasi-megono/,1148,No,,
605,Ayam Hainan,https://resepkoki.id/resep/resep-ayam-hainan/,1196,No,,
606,Nasi Kebuli Ayam,https://resepkoki.id/resep/resep-nasi-kebuli-ayam/,1324,No,,
607,Kwetiau Siram,https://resepkoki.id/resep/resep-kwetiau-siram/,1392,No,,
608,Bakwan Mie,https://resepkoki.id/resep/resep-bakwan-mie/,1414,No,,
609,Baked Rice (Nasi Panggang),https://resepkoki.id/resep/resep-baked-rice-nasi-panggang/,1552,No,,
610,Mie Ongklok,https://resepkoki.id/resep/resep-mie-ongklok/,1050,No,,
611,Mie Pangsit,https://resepkoki.id/resep/resep-mie-pangsit/,1176,No,,
612,Nasi Lengko,https://resepkoki.id/resep/resep-nasi-lengko/,1087,No,,
613,Nasi Ulam,https://resepkoki.id/resep/resep-nasi-ulam/,1077,No,,
614,Nasi Godog Khas Magelang,https://resepkoki.id/resep/resep-nasi-godog-khas-magelang/,1151,No,,
615,Laksa Mie,https://resepkoki.id/resep/resep-laksa-mie/,1519,No,,
616,Papeda,https://resepkoki.id/resep/resep-papeda/,1869,No,,
617,Nasi Tempong,https://resepkoki.id/resep/resep-nasi-tempong/,1734,No,,
618,Mie Lidi Goreng,https://resepkoki.id/resep/resep-mie-lidi-goreng/,1597,No,,
619,Nasi Goreng Magelangan,https://resepkoki.id/resep/resep-nasi-goreng-magelangan/,1468,No,,
620,Nasi Goreng Rendang,https://resepkoki.id/resep/resep-nasi-goreng-rendang/,1584,No,,
621,Lontong Balap,https://resepkoki.id/resep/resep-lontong-balap/,1094,No,,
622,Mie Goreng Seafood,https://resepkoki.id/resep/resep-mie-goreng-seafood/,1634,No,,
623,Pangsit Goreng,https://resepkoki.id/resep/resep-pangsit-goreng/,1166,No,,
624,Ifumie,https://resepkoki.id/resep/resep-ifumie/,1641,No,,
625,Nasi Bakar Ati Ampela,https://resepkoki.id/resep/resep-nasi-bakar-ati-ampela/,1675,No,,
626,Nasi Goreng Telur,https://resepkoki.id/resep/resep-nasi-goreng-telur/,1601,No,,
627,Misoa Kuah,https://resepkoki.id/resep/resep-misoa-kuah/,1096,No,,
628,Mie Yamin Bandung,https://resepkoki.id/resep/resep-mie-yamin-bandung/,1357,No,,
629,Soun Kuah,https://resepkoki.id/resep/resep-soun-kuah/,1115,No,,
630,Bihun Kuah,https://resepkoki.id/resep/resep-bihun-kuah/,1214,No,,
631,Bubur Ayam,https://resepkoki.id/resep/resep-bubur-ayam/,1688,No,,
632,Mie Shirataki Goreng,https://resepkoki.id/resep/resep-mie-shirataki-goreng/,1286,No,,
633,Nasi Tutug Oncom,https://resepkoki.id/resep/resep-nasi-tutug-oncom/,1372,No,,
634,Bibimbap,https://resepkoki.id/resep/resep-bibimbap/,1417,No,,
635,Mie Titi,https://resepkoki.id/resep/resep-mie-titi/,1422,No,,
636,Mie Ayam Jamur,https://resepkoki.id/resep/resep-mie-ayam-jamur/,1435,No,,
637,Nasi Goreng Merah,https://resepkoki.id/resep/resep-nasi-goreng-merah/,1440,No,,
638,Bakmoy,https://resepkoki.id/resep/resep-bakmoy/,1626,No,,
639,Mie Celor,https://resepkoki.id/resep/resep-mie-celor/,1608,No,,
640,Soun Goreng,https://resepkoki.id/resep/resep-soun-goreng/,1137,No,,
641,Spaghetti Carbonara,https://resepkoki.id/resep/resep-spaghetti-carbonara/,1394,No,,
642,Fettucini Carbonara,https://resepkoki.id/resep/resep-fettucini-carbonara/,1437,No,,
643,Bihun Goreng Isi Special,https://resepkoki.id/resep/resep-bihun-goreng-isi-special/,1427,No,,
644,Nasi Bakar Teri (Sambel Teri Cabai Hijau),https://resepkoki.id/resep/resep-nasi-bakar-teri-sambel-teri-cabai-hijau/,1553,No,,
645,Spaghetti Bolognese Meatballs (Bola-bola Daging),https://resepkoki.id/resep/resep-spaghetti-bolognese-meatballs-bola-bola-daging/,1542,No,,
646,Kentang Goreng (French Fries & Potato Wedges),https://resepkoki.id/resep/resep-kentang-goreng-french-fries-potato-wedges/,1415,No,,
647,Nasi Goreng Kikil Cabe Hijau,https://resepkoki.id/resep/resep-nasi-goreng-kikil-cabe-hijau/,1527,No,,
648,Nasi Goreng Terasi (Belacan),https://resepkoki.id/resep/resep-nasi-goreng-terasi-belacan/,1542,No,,
649,Nasi Goreng Gila,https://resepkoki.id/resep/resep-nasi-goreng-gila/,1604,No,,
650,Kari Bihun Medan,https://resepkoki.id/resep/resep-kari-bihun-medan/,1577,No,,
651,Nasi Bakar Cumi (Sambalado Cumi),https://resepkoki.id/resep/resep-nasi-bakar-cumi-sambalado-cumi/,1566,No,,
652,Bread Pudding (Puding Roti Tawar),https://resepkoki.id/resep/resep-bread-pudding-puding-roti-tawar/,1578,No,,
653,Nasi Goreng Sapi,https://resepkoki.id/resep/resep-nasi-goreng-sapi/,1593,No,,
654,Nasi Goreng Seafood,https://resepkoki.id/resep/resep-nasi-goreng-seafood/,1587,No,,
655,Pastel Tutup Klasik,https://resepkoki.id/resep/resep-pastel-tutup-klasik/,1599,No,,
656,Nasi Goreng Kambing,https://resepkoki.id/resep/resep-nasi-goreng-kambing/,1635,No,,
657,Nasi Goreng Kampung,https://resepkoki.id/resep/resep-nasi-goreng-kampung/,1720,No,,
658,Nasi Goreng Oriental,https://resepkoki.id/resep/resep-nasi-goreng-oriental/,1074,No,,
659,Nasi Goreng Aceh,https://resepkoki.id/resep/resep-nasi-goreng-aceh/,1048,No,,
660,Nasi Bakar Ayam Suwir,https://resepkoki.id/resep/resep-nasi-bakar-ayam-suwir/,1667,No,,
661,Nasi Goreng Kuning Kunyit,https://resepkoki.id/resep/resep-nasi-goreng-kuning-kunyit/,1379,No,,
662,Nasi Goreng Pete,https://resepkoki.id/resep/resep-nasi-goreng-pete/,1326,No,,
663,Mie Goreng Jawa,https://resepkoki.id/resep/resep-mie-goreng-jawa/,1453,No,,
664,Mie Godog Jawa (Mie Rebus Jawa),https://resepkoki.id/resep/resep-mie-godog-jawa-mie-rebus-jawa/,1354,No,,
665,Nasi Uduk Betawi Komplit,https://resepkoki.id/resep/resep-nasi-uduk-betawi-komplit/,1272,No,,
666,Nasi Liwet Sunda Teri,https://resepkoki.id/resep/resep-nasi-liwet-sunda-teri/,2019,No,,
667,Nasi Timbel Komplit,https://resepkoki.id/resep/resep-nasi-timbel-komplit/,1150,No,,
668,Donat Mie,https://resepkoki.id/resep/resep-donat-mie/,1135,No,,
669,Nasi Kuning Komplit,https://resepkoki.id/resep/resep-nasi-kuning-komplit/,1192,No,,
670,Nasi Lemak Lengkap,https://resepkoki.id/resep/resep-nasi-lemak-lengkap/,1389,No,,
671,Tinutuan,https://resepkoki.id/resep/resep-tinutuan/,1069,No,,
672,Rice Ball Minion,https://resepkoki.id/resep/resep-rice-ball-minion/,1253,No,,
673,Nasi Krawu,https://resepkoki.id/resep/resep-nasi-krawu/,1270,No,,
674,Mie Kocok Bandung,https://resepkoki.id/resep/resep-mie-kocok-bandung/,1306,No,,
675,Macaroni Schotel,https://resepkoki.id/resep/resep-macaroni-schotel/,1471,No,,
676,Kwetiau Kuah,https://resepkoki.id/resep/resep-kwetiau-kuah/,1697,No,,
677,Nasi Goreng Teri,https://resepkoki.id/resep/resep-nasi-goreng-teri/,1422,No,,
678,Nasi Goreng Padang,https://resepkoki.id/resep/resep-nasi-goreng-padang/,1403,No,,
679,Lasagna Panggang,https://resepkoki.id/resep/resep-lasagna-panggang/,1646,No,,
680,Makaroni Goreng,https://resepkoki.id/resep/resep-makaroni-goreng/,1931,No,,
681,Spaghetti Aglio Olio,https://resepkoki.id/resep/resep-spaghetti-aglio-olio/,1401,No,,
682,Nasi Goreng Jawa,https://resepkoki.id/resep/resep-nasi-goreng-jawa/,1407,No,,
683,Makaroni Keju Kukus,https://resepkoki.id/resep/resep-makaroni-keju-kukus/,1520,No,,
684,Japchae,https://resepkoki.id/resep/resep-japchae/,1456,No,,
685,Nasi Kebuli Kambing,https://resepkoki.id/resep/resep-nasi-kebuli-kambing/,1444,No,,
686,Nasi Tim Ayam,https://resepkoki.id/resep/resep-nasi-tim-ayam/,1531,No,,
687,Mie Goreng Aceh,https://resepkoki.id/resep/resep-mie-goreng-aceh/,1164,No,,
688,Mie Sayur Hijau Bayam,https://resepkoki.id/resep/resep-mie-sayur-hijau-bayam/,1534,No,,
689,Sundubu Jjigae,https://resepkoki.id/resep/resep-sundubu-jjigae/,1591,No,,
690,Bakso Mercon,https://resepkoki.id/resep/resep-bakso-mercon/,1256,No,,
691,Bakso Bakar Pedas Manis,https://resepkoki.id/resep/resep-bakso-bakar-pedas-manis/,1132,No,,
692,Tom Yam Ayam,https://resepkoki.id/resep/resep-tom-yam-ayam/,1105,No,,
693,Sup Merah,https://resepkoki.id/resep/resep-sup-merah/,1048,No,,
694,Bakso Bakar Sapi,https://resepkoki.id/resep/resep-bakso-bakar-sapi/,1092,No,,
695,Sup Jagung Kepiting,https://resepkoki.id/resep/resep-sup-jagung-kepiting/,1139,No,,
696,Soto Pacitan,https://resepkoki.id/resep/resep-soto-pacitan/,1579,No,,
697,Bakso Urat,https://resepkoki.id/resep/resep-bakso-urat/,1548,No,,
698,Soto Sulung,https://resepkoki.id/resep/resep-soto-sulung/,1533,No,,
699,Sop Ayam Suwir,https://resepkoki.id/resep/resep-sop-ayam-suwir/,1588,No,,
700,Soto Kuah,https://resepkoki.id/resep/resep-soto-kuah/,1617,No,,
701,Soto Daging Sapi Madura,https://resepkoki.id/resep/resep-soto-daging-sapi-madura/,1471,No,,
702,Miso Soup,https://resepkoki.id/resep/resep-miso-soup/,1059,No,,
703,Sup Ikan Gabus,https://resepkoki.id/resep/resep-sup-ikan-gabus/,1584,No,,
704,Bakso Lo Hoa,https://resepkoki.id/resep/resep-bakso-lo-hoa/,1179,No,,
705,Sup Makaroni,https://resepkoki.id/resep/resep-sup-makaroni/,1175,No,,
706,Sayur Sop Ayam,https://resepkoki.id/resep/resep-sayur-sop-ayam/,1715,No,,
707,Cream Soup Ayam,https://resepkoki.id/resep/resep-cream-soup-ayam/,1169,No,,
708,Sop Ikan Nila Batam,https://resepkoki.id/resep/resep-sop-ikan-nila-batam/,1064,No,,
709,Bakso Malang,https://resepkoki.id/resep/resep-bakso-malang/,1217,No,,
710,Soto Ceker,https://resepkoki.id/resep/resep-soto-ceker/,1406,No,,
711,Soto Bening,https://resepkoki.id/resep/resep-soto-bening/,1550,No,,
712,Tauto Pekalongan,https://resepkoki.id/resep/resep-tauto-pekalongan/,1472,No,,
713,Soto Kuning Bogor,https://resepkoki.id/resep/resep-soto-kuning-bogor/,1678,No,,
714,Bakso Sapi (Pentol Daging Asli),https://resepkoki.id/resep/resep-bakso-sapi-pentol-daging-asli/,1713,No,,
715,Soto Babat,https://resepkoki.id/resep/resep-soto-babat/,1152,No,,
716,Soto Tangkar,https://resepkoki.id/resep/resep-soto-tangkar/,1109,No,,
717,Soto Ambengan,https://resepkoki.id/resep/resep-soto-ambengan/,1073,No,,
718,Shabu Shabu,https://resepkoki.id/resep/resep-shabu-shabu/,1079,No,,
719,Bakso Solo,https://resepkoki.id/resep/resep-bakso-solo/,1143,No,,
720,Soto Padang,https://resepkoki.id/resep/resep-soto-padang/,1432,No,,
721,Sop Bakso,https://resepkoki.id/resep/resep-sop-bakso/,1213,No,,
722,Soto Kudus,https://resepkoki.id/resep/resep-soto-kudus/,1335,No,,
723,Soto Ayam Santan Medan,https://resepkoki.id/resep/resep-soto-ayam-santan-medan/,1406,No,,
724,Sup Ikan Gurame,https://resepkoki.id/resep/resep-sup-ikan-gurame/,1174,No,,
725,Soto Mie Bogor,https://resepkoki.id/resep/resep-soto-mie-bogor/,1437,No,,
726,Sup Ikan Kakap,https://resepkoki.id/resep/resep-sup-ikan-kakap/,1435,No,,
727,Tom Yam Seafood Udang Ikan,https://resepkoki.id/resep/resep-tom-yam-seafood-udang-ikan/,1342,No,,
728,Seblak Basah Bandung,https://resepkoki.id/resep/resep-seblak-basah-bandung/,1499,No,,
729,Coto Makassar,https://resepkoki.id/resep/resep-coto-makassar/,1192,No,,
730,Soto Ayam Kuning Lamongan,https://resepkoki.id/resep/resep-soto-ayam-kuning-lamongan/,1195,No,,
731,Sop Kimlo,https://resepkoki.id/resep/resep-sop-kimlo/,1279,No,,
732,Soto Betawi,https://resepkoki.id/resep/resep-soto-betawi/,1546,No,,
733,Sop Konro,https://resepkoki.id/resep/resep-sop-konro/,1332,No,,
734,Tekwan,https://resepkoki.id/resep/resep-tekwan/,1298,No,,
735,Soto Banjar,https://resepkoki.id/resep/resep-soto-banjar/,1349,No,,
736,Sop Buntut,https://resepkoki.id/resep/resep-sop-buntut/,1357,No,,
737,Sup Kacang Merah Daging Sapi,https://resepkoki.id/resep/resep-sup-kacang-merah-daging-sapi/,1394,No,,
738,Sop Iga Sapi,https://resepkoki.id/resep/resep-sop-iga-sapi/,1614,No,,
739,Sop Manten,https://resepkoki.id/resep/resep-sop-manten/,1157,No,,
740,Bubur (Jenang) Jagung,https://resepkoki.id/resep/resep-bubur-jenang-jagung/,1292,No,,
741,Sop Ayam Kampung,https://resepkoki.id/resep/resep-sop-ayam-kampung/,1620,No,,
742,Sop Kambing,https://resepkoki.id/resep/resep-sop-kambing/,1815,No,,
743,Bakso Goreng (Basreng),https://resepkoki.id/resep/resep-bakso-goreng-basreng/,1078,No,,
744,Sop Sayur,https://resepkoki.id/resep/resep-sop-sayur/,1692,No,,
745,Sup Tahu,https://resepkoki.id/resep/resep-sup-tahu/,1671,No,,
746,Sup Jagung,https://resepkoki.id/resep/resep-sup-jagung/,1786,No,,
747,Zuppa Soup,https://resepkoki.id/resep/resep-zuppa-soup/,1365,No,,
748,Sup Udang,https://resepkoki.id/resep/resep-sup-udang/,1371,No,,
749,Sup Asparagus Krim Ayam,https://resepkoki.id/resep/resep-sup-asparagus-krim-ayam/,1504,No,,
750,Bakso Cuanki Udang,https://resepkoki.id/resep/resep-bakso-cuanki-udang/,1533,No,,
751,Bakso Aci,https://resepkoki.id/resep/resep-bakso-aci/,1611,No,,
752,Bubur Kacang Hijau Madura,https://resepkoki.id/resep/resep-bubur-kacang-hijau-madura/,1605,No,,
753,Sop Ubi,https://resepkoki.id/resep/resep-sop-ubi/,1679,No,,
754,Sup Jamur Kancing,https://resepkoki.id/resep/resep-sup-jamur-kancing/,1399,No,,
755,Sroto Banyumas,https://resepkoki.id/resep/resep-sroto-banyumas/,1723,No,,
756,Soto Bandung,https://resepkoki.id/resep/resep-soto-bandung/,1712,No,,
757,Lapis India Khas Banjar,https://resepkoki.id/resep/resep-lapis-india-khas-banjar/,1641,No,,
758,Roti Ubi Korea,https://resepkoki.id/resep/resep-roti-ubi-korea/,1251,No,,
759,Croffle,https://resepkoki.id/resep/resep-croffle/,1570,No,,
760,Nastar Gulung,https://resepkoki.id/resep/resep-nastar-gulung/,1386,No,,
761,Donat Crispy,https://resepkoki.id/resep/resep-donat-crispy/,1276,No,,
762,Kue Baruasa,https://resepkoki.id/resep/resep-kue-baruasa/,1681,No,,
763,Kue Janda Genit,https://resepkoki.id/resep/resep-kue-janda-genit/,1031,No,,
764,Marshmallow Cookies,https://resepkoki.id/resep/resep-marshmallow-cookies/,1535,No,,
765,Popcorn Caramel,https://resepkoki.id/resep/resep-popcorn-caramel/,1306,No,,
766,Baguette,https://resepkoki.id/resep/resep-baguette/,1753,No,,
767,Banoffee Pie,https://resepkoki.id/resep/resep-banoffee-pie/,1749,No,,
768,Cornflake Cookies,https://resepkoki.id/resep/resep-cornflake-cookies/,1368,No,,
769,Egg Benedict,https://resepkoki.id/resep/resep-egg-benedict/,1574,No,,
770,Bolu Meranti Keju,https://resepkoki.id/resep/resep-bolu-meranti-keju/,1145,No,,
771,Peanut Butter Cookies,https://resepkoki.id/resep/resep-peanut-butter-cookies/,1386,No,,
772,Kue Dange,https://resepkoki.id/resep/resep-kue-dange/,1035,No,,
773,Sandwich Buah,https://resepkoki.id/resep/resep-sandwich-buah/,1543,No,,
774,Meringue Cookies,https://resepkoki.id/resep/resep-meringue-cookies/,1091,No,,
775,Kue Lapis Pepe Pandan,https://resepkoki.id/resep/resep-kue-lapis-pepe-pandan/,1607,No,,
776,Pizza Sosis Ayam,https://resepkoki.id/resep/resep-pizza-sosis-ayam/,1078,No,,
777,Bomboloni,https://resepkoki.id/resep/resep-bomboloni/,1593,No,,
778,Pizza Dough,https://resepkoki.id/resep/resep-pizza-dough/,1085,No,,
779,Takoyaki,https://resepkoki.id/resep/resep-takoyaki/,1187,No,,
780,Kue Beng Beng,https://resepkoki.id/resep/resep-kue-beng-beng/,1180,No,,
781,Pizza Mozzarella Jamur,https://resepkoki.id/resep/resep-pizza-mozzarella-jamur/,1249,No,,
782,Sandwich Homemade,https://resepkoki.id/resep/resep-sandwich-homemade/,1102,No,,
783,Setup Roti Tawar,https://resepkoki.id/resep/resep-setup-roti-tawar/,1143,No,,
784,Long Potato,https://resepkoki.id/resep/resep-long-potato/,1237,No,,
785,Pizza Tuna,https://resepkoki.id/resep/resep-pizza-tuna/,1073,No,,
786,Selai Srikaya,https://resepkoki.id/resep/resep-selai-srikaya/,1081,No,,
787,Bolu Mentega,https://resepkoki.id/resep/resep-bolu-mentega/,2067,No,,
788,Pizza Goreng Lipat,https://resepkoki.id/resep/resep-pizza-goreng-lipat/,1095,No,,
789,Pizza Mini,https://resepkoki.id/resep/resep-pizza-mini/,1211,No,,
790,Pizza Seafood,https://resepkoki.id/resep/resep-pizza-seafood/,1104,No,,
791,Pizza Daging Sapi,https://resepkoki.id/resep/resep-pizza-daging-sapi/,1115,No,,
792,Korean Garlic Bread,https://resepkoki.id/resep/resep-korean-garlic-bread/,1334,No,,
793,Kue Lapis Legit,https://resepkoki.id/resep/resep-kue-lapis-legit/,1669,No,,
794,Donat Singkong,https://resepkoki.id/resep/resep-donat-singkong/,1547,No,,
795,Cream Cheese,https://resepkoki.id/resep/resep-cream-cheese/,1597,No,,
796,Lekker Holland,https://resepkoki.id/resep/resep-lekker-holland/,1566,No,,
797,Pia Pia,https://resepkoki.id/resep/resep-pia-pia/,1530,No,,
798,Kue Cincin,https://resepkoki.id/resep/resep-kue-cincin/,1563,No,,
799,Bagel,https://resepkoki.id/resep/resep-bagel/,1568,No,,
800,Bolu Kukus Ubi,https://resepkoki.id/resep/resep-bolu-kukus-ubi/,1637,No,,
801,Odading,https://resepkoki.id/resep/resep-odading/,1692,No,,
802,Putri Mandi,https://resepkoki.id/resep/resep-putri-mandi/,1798,No,,
803,Keju Mozarella,https://resepkoki.id/resep/resep-keju-mozarella/,1687,No,,
804,Stik Keju Mozarella,https://resepkoki.id/resep/resep-stik-keju-mozarella/,1712,No,,
805,Kue Balok,https://resepkoki.id/resep/resep-kue-balok/,1195,No,,
806,Apem Kukus Gula Merah,https://resepkoki.id/resep/resep-apem-kukus-gula-merah/,1916,No,,
807,Kue Ogura Pandan,https://resepkoki.id/resep/resep-kue-ogura-pandan/,1091,No,,
808,Apem Selong,https://resepkoki.id/resep/resep-apem-selong/,1366,No,,
809,Selai Stroberi,https://resepkoki.id/resep/resep-selai-stroberi/,1362,No,,
810,Rainbow Cake Kukus,https://resepkoki.id/resep/resep-rainbow-cake-kukus/,1289,No,,
811,Puff Pastry,https://resepkoki.id/resep/resep-puff-pastry/,1167,No,,
812,Killer Soft Bread,https://resepkoki.id/resep/resep-killer-soft-bread/,1137,No,,
813,Strudel Keju,https://resepkoki.id/resep/resep-strudel-keju/,1127,No,,
814,Apple Strudel,https://resepkoki.id/resep/resep-apple-strudel/,1128,No,,
815,Donat Ubi Ungu,https://resepkoki.id/resep/resep-donat-ubi-ungu/,1136,No,,
816,Butter Cookies,https://resepkoki.id/resep/resep-butter-cookies/,1179,No,,
817,Pop Cake,https://resepkoki.id/resep/resep-pop-cake/,1180,No,,
818,Swiss Roll,https://resepkoki.id/resep/resep-swiss-roll/,1160,No,,
819,Bolu Kismis,https://resepkoki.id/resep/resep-bolu-kismis/,1177,No,,
820,Bingka Barandam,https://resepkoki.id/resep/resep-bingka-barandam/,1184,No,,
821,Cake Kurma,https://resepkoki.id/resep/resep-cake-kurma/,1179,No,,
822,Fruit Cake,https://resepkoki.id/resep/resep-fruit-cake/,1189,No,,
823,Bingka Pisang,https://resepkoki.id/resep/resep-bingka-pisang/,1176,No,,
824,Tokyo Banana,https://resepkoki.id/resep/resep-tokyo-banana/,1139,No,,
825,Kue Bagea Sagu,https://resepkoki.id/resep/resep-kue-bagea-sagu/,1513,No,,
826,Dessert Oreo Box,https://resepkoki.id/resep/resep-dessert-oreo-box/,1998,No,,
827,Dessert Box Coklat,https://resepkoki.id/resep/resep-dessert-box-coklat/,1895,No,,
828,Roti John,https://resepkoki.id/resep/resep-roti-john/,1515,No,,
829,Pretzel,https://resepkoki.id/resep/resep-pretzel/,1053,No,,
830,Roti Unyil,https://resepkoki.id/resep/resep-roti-unyil/,1161,No,,
831,Kemplang,https://resepkoki.id/resep/resep-kemplang/,1207,No,,
832,Kue Akar Kelapa,https://resepkoki.id/resep/resep-kue-akar-kelapa/,1393,No,,
833,Kue Keciput,https://resepkoki.id/resep/resep-kue-keciput/,1333,No,,
834,Red Velvet,https://resepkoki.id/resep/resep-red-velvet/,1212,No,,
835,Kue Talam Labu Kuning,https://resepkoki.id/resep/resep-kue-talam-labu-kuning/,1393,No,,
836,Kue Semprit Jadul,https://resepkoki.id/resep/resep-kue-semprit-jadul/,1430,No,,
837,French Toast,https://resepkoki.id/resep/resep-french-toast/,1380,No,,
838,Ogura Cake Zebra,https://resepkoki.id/resep/resep-ogura-cake-zebra/,1320,No,,
839,Nugget Pisang,https://resepkoki.id/resep/resep-nugget-pisang/,1368,No,,
840,Lemon Cake,https://resepkoki.id/resep/resep-lemon-cake/,1358,No,,
841,Cheese Tart,https://resepkoki.id/resep/resep-cheese-tart/,1366,No,,
842,Kue Kering Coklat,https://resepkoki.id/resep/resep-kue-kering-coklat/,1858,No,,
843,Kue Sagon,https://resepkoki.id/resep/resep-kue-sagon/,1438,No,,
844,Kue Tambang,https://resepkoki.id/resep/resep-kue-tambang/,1443,No,,
845,Donat Pisang,https://resepkoki.id/resep/resep-donat-pisang/,1712,No,,
846,Roti Maryam,https://resepkoki.id/resep/resep-roti-maryam/,1099,No,,
847,Crepes Pisang Coklat Keju,https://resepkoki.id/resep/resep-crepes-pisang-coklat-keju/,1069,No,,
848,Onigiri,https://resepkoki.id/resep/resep-onigiri/,1200,No,,
849,Lempeng Pisang,https://resepkoki.id/resep/resep-lempeng-pisang/,1571,No,,
850,Bolu Zebra,https://resepkoki.id/resep/resep-bolu-zebra/,1626,No,,
851,Kue Talam Jagung,https://resepkoki.id/resep/resep-kue-talam-jagung/,1729,No,,
852,Kue Bugis,https://resepkoki.id/resep/resep-kue-bugis/,1683,No,,
853,Churros,https://resepkoki.id/resep/resep-churros/,1616,No,,
854,Dorayaki Isi Coklat,https://resepkoki.id/resep/resep-dorayaki-isi-coklat/,1704,No,,
855,Bolu Minyak,https://resepkoki.id/resep/resep-bolu-minyak/,1638,No,,
856,Bola Bola Ubi,https://resepkoki.id/resep/resep-bola-bola-ubi/,1725,No,,
857,Kastengel Keju,https://resepkoki.id/resep/resep-kastengel-keju/,1891,No,,
858,Muffin Pisang,https://resepkoki.id/resep/resep-muffin-pisang/,1667,No,,
859,Cupcake Coklat dan Lemon,https://resepkoki.id/resep/resep-cupcake-coklat-dan-lemon/,1701,No,,
860,Martabak Bangka Manis,https://resepkoki.id/resep/resep-martabak-bangka-manis/,1152,No,,
861,Croissant,https://resepkoki.id/resep/resep-croissant/,1146,No,,
862,Milk Bath Cake (Tres Leches),https://resepkoki.id/resep/resep-milk-bath-cake-tres-leches/,1104,No,,
863,Japanese Cheese Cake,https://resepkoki.id/resep/resep-japanese-cheese-cake/,1178,No,,
864,Ketan Serundeng,https://resepkoki.id/resep/resep-ketan-serundeng/,1158,No,,
865,Bolu Ketan Hitam,https://resepkoki.id/resep/resep-bolu-ketan-hitam/,1233,No,,
866,Roti Bluder,https://resepkoki.id/resep/resep-roti-bluder/,1140,No,,
867,Kue Talam Pisang,https://resepkoki.id/resep/resep-kue-talam-pisang/,1230,No,,
868,Batagor Bandung,https://resepkoki.id/resep/resep-batagor-bandung/,1685,No,,
869,Kuping Gajah,https://resepkoki.id/resep/resep-kuping-gajah/,1699,No,,
870,Ketan Sarikaya,https://resepkoki.id/resep/resep-ketan-sarikaya/,1421,No,,
